ra,dec,total,teff
61.0,56.0,112.0,9412.0
61.0,57.0,143.0,5549.5
61.0,58.0,112.0,9084.0
61.0,59.0,149.0,5095.6333
61.0,60.0,158.0,9532.0
61.0,61.0,150.0,9515.0
61.0,62.0,133.0,9549.333
61.0,63.0,166.0,9412.0
61.0,64.0,158.0,9613.0
61.0,65.0,137.0,9084.0
61.0,66.0,160.0,9554.667
61.0,67.0,160.0,5143.45
61.0,68.0,138.0,9542.5
61.0,69.0,126.0,5143.45
61.0,70.0,142.0,9532.0
61.0,71.0,144.0,8868.667
61.0,72.0,123.0,9045.0
61.0,73.0,168.0,9566.0
61.0,74.0,125.0,8868.667
61.0,75.0,104.0,5286.9
61.0,76.0,98.0,4402.0
61.0,77.0,91.0,9378.5
61.0,78.0,87.0,9566.0
61.0,79.0,96.0,9512.0
61.0,80.0,84.0,9556.0
61.0,81.0,75.0,8598.667
61.0,82.0,75.0,5248.75
61.0,83.0,72.0,4482.3335
61.0,84.0,51.0,4194.54
61.0,85.0,55.0,4793.05
61.0,86.0,59.0,4436.6665
61.0,87.0,52.0,4146.5547
61.0,88.0,49.0,4160.0
61.0,89.0,46.0,9168.0
61.0,90.0,51.0,4542.715
61.0,91.0,69.0,9561.0
61.0,92.0,39.0,4200.0
61.0,93.0,42.0,8712.0
61.0,94.0,33.0,8582.667
61.0,95.0,44.0,8562.5
61.0,96.0,57.0,9522.75
61.0,97.0,29.0,9045.0
61.0,98.0,13.0,4364.0
61,99,2,0
62.0,0.0,1.0,5647.6997
62.0,1.0,2.0,3417.0
62,2,1,0
62.0,3.0,3.0,5474.0
62,4,0,0
62,5,1,0
62,6,2,0
62,7,2,0
62,8,0,0
62,9,1,0
62,10,2,0
62,11,1,0
62.0,12.0,2.0,5176.6665
62.0,13.0,2.0,3726.0
62.0,14.0,3.0,5908.6665
62.0,15.0,1.0,3958.065
62,16,3,0
62.0,17.0,2.0,5369.25
62.0,18.0,4.0,4849.0
62.0,19.0,3.0,4592.9824
62.0,20.0,1.0,4103.867
62.0,21.0,33.0,4238.48
62.0,22.0,34.0,4070.0
62.0,23.0,45.0,5810.25
62.0,24.0,47.0,4956.34
62.0,25.0,83.0,8982.5
62.0,26.0,46.0,5317.0
62.0,27.0,4.0,5422.717
62.0,28.0,4.0,3878.23
62.0,29.0,47.0,5884.25
62.0,30.0,106.0,4070.45
62.0,31.0,161.0,9516.75
62.0,32.0,66.0,4403.0
62.0,33.0,49.0,5300.0
62.0,34.0,31.0,4242.5
62.0,35.0,34.0,4407.0
62.0,36.0,57.0,4848.5
62.0,37.0,58.0,7959.3335
62.0,38.0,41.0,4365.3633
62.0,39.0,73.0,5239.975
62.0,40.0,65.0,6876.0
62.0,41.0,61.0,4641.96
62.0,42.0,69.0,4419.0
62.0,43.0,58.0,5781.0
62.0,44.0,68.0,5259.5
62.0,45.0,61.0,4270.5
62.0,46.0,52.0,5014.2
62.0,47.0,61.0,6494.75
62.0,48.0,86.0,9531.0
62.0,49.0,99.0,5354.0
62.0,50.0,109.0,5224.5
62.0,51.0,96.0,5350.75
62.0,52.0,76.0,5349.05
62.0,53.0,95.0,5152.91
62.0,54.0,98.0,9584.5
62.0,55.0,88.0,5763.6665
62.0,56.0,138.0,7176.0
62.0,57.0,110.0,9307.0
62.0,58.0,132.0,8655.5
62.0,59.0,119.0,7191.5
62.0,60.0,139.0,8583.0
62.0,61.0,153.0,9571.5
62.0,62.0,142.0,5095.6333
62.0,63.0,115.0,9575.0
62.0,64.0,167.0,9566.0
62.0,65.0,141.0,9522.75
62.0,66.0,132.0,9515.0
62.0,67.0,150.0,9438.0
62.0,68.0,130.0,9613.0
62.0,69.0,124.0,9603.0
62.0,70.0,109.0,5387.65
62.0,71.0,112.0,4993.0
62.0,72.0,82.0,9191.0
62.0,73.0,124.0,9266.0
62.0,74.0,113.0,4577.48
62.0,75.0,105.0,5143.45
62.0,76.0,102.0,8613.75
62.0,77.0,89.0,9613.0
62.0,78.0,95.0,8704.333
62.0,79.0,78.0,6507.3335
62.0,80.0,84.0,9530.25
62.0,81.0,73.0,4282.6665
62.0,82.0,68.0,4332.0
62.0,83.0,42.0,9516.75
62.0,84.0,62.0,4305.3
62.0,85.0,44.0,5130.9326
62.0,86.0,53.0,4238.87
62.0,87.0,48.0,4330.6665
62.0,88.0,49.0,4396.0
62.0,89.0,30.0,9531.0
62.0,90.0,41.0,3415.0
62.0,91.0,30.0,4956.0
62.0,92.0,41.0,4440.3335
62.0,93.0,28.0,3900.135
62.0,94.0,24.0,4333.935
62,95,41,0
62.0,96.0,38.0,5449.0
62.0,97.0,48.0,9618.0
62.0,98.0,14.0,5276.0
62,99,0,0
63,0,1,0
63,1,1,0
63.0,2.0,5.0,4318.5
63.0,3.0,1.0,4188.983
63.0,4.0,2.0,5352.0
63,5,3,0
63,6,0,0
63.0,7.0,3.0,5766.25
63,8,2,0
63.0,9.0,3.0,3825.375
63,10,0,0
63.0,11.0,4.0,4028.8901
63,12,1,0
63.0,13.0,1.0,3978.6934
63,14,0,0
63,15,0,0
63.0,16.0,2.0,5033.75
63.0,17.0,3.0,3618.115
63.0,18.0,2.0,3865.8647
63.0,19.0,1.0,5601.0
63.0,20.0,7.0,6377.0
63.0,21.0,44.0,4353.0
63.0,22.0,42.0,5342.733
63,23,38,0
63.0,24.0,64.0,4510.27
63.0,25.0,90.0,8982.5
63.0,26.0,41.0,4837.8774
63,27,0,0
63,28,2,0
63.0,29.0,56.0,5095.6333
63.0,30.0,128.0,4387.5
63.0,31.0,129.0,5473.276999999999
63.0,32.0,93.0,4907.27
63.0,33.0,56.0,6643.0
63.0,34.0,51.0,4397.0
63.0,35.0,48.0,4991.83
63.0,36.0,53.0,5244.5
63.0,37.0,74.0,4940.5176
63.0,38.0,52.0,4472.0
63.0,39.0,58.0,4438.547000000001
63.0,40.0,63.0,4438.1323
63.0,41.0,56.0,4223.13
63.0,42.0,93.0,5034.0
63.0,43.0,65.0,5273.55
63.0,44.0,63.0,4209.6665
63.0,45.0,70.0,4579.48
63.0,46.0,66.0,5028.0938
63.0,47.0,86.0,6732.0
63.0,48.0,74.0,6720.5
63.0,49.0,76.0,4390.1304
63.0,50.0,110.0,4951.937
63.0,51.0,85.0,8630.0
63.0,52.0,89.0,6628.5
63.0,53.0,82.0,5816.5
63.0,54.0,113.0,4929.983
63.0,55.0,120.0,9084.0
63.0,56.0,119.0,9189.0
63.0,57.0,150.0,7291.5
63.0,58.0,164.0,6901.8335
63.0,59.0,147.0,9084.0
63.0,60.0,150.0,9566.0
63.0,61.0,154.0,5574.0
63.0,62.0,155.0,8854.333
63.0,63.0,148.0,8598.667
63.0,64.0,156.0,8928.5
63.0,65.0,154.0,9189.0
63.0,66.0,139.0,9515.0
63.0,67.0,118.0,8868.667
63.0,68.0,172.0,9045.0
63.0,69.0,141.0,9566.0
63.0,70.0,119.0,8299.667
63.0,71.0,124.0,7068.1665
63.0,72.0,113.0,6745.6
63.0,73.0,136.0,5191.267
63.0,74.0,107.0,5802.0
63.0,75.0,86.0,5816.5
63.0,76.0,130.0,8613.75
63.0,77.0,127.0,9603.0
63.0,78.0,93.0,9515.0
63.0,79.0,80.0,5403.0
63.0,80.0,82.0,9503.0
63.0,81.0,90.0,4923.33
63.0,82.0,68.0,5852.0
63.0,83.0,74.0,9566.0
63.0,84.0,32.0,4060.0
63.0,85.0,23.0,4471.25
63.0,86.0,47.0,5339.4326
63.0,87.0,36.0,4832.8203
63.0,88.0,69.0,9574.5
63.0,89.0,49.0,8077.3335
63.0,90.0,51.0,8152.75
63,91,25,0
63.0,92.0,39.0,4397.6665
63.0,93.0,43.0,5210.5
63.0,94.0,43.0,4427.64
63.0,95.0,45.0,8712.0
63.0,96.0,50.0,9569.0
63.0,97.0,38.0,9617.5
63.0,98.0,12.0,9549.333
63.0,99.0,4.0,4603.63
64.0,0.0,1.0,3620.4333
64.0,1.0,4.0,7054.5
64.0,2.0,1.0,4152.52
64,3,0,0
64,4,1,0
64.0,5.0,1.0,3291.5
64,6,0,0
64.0,7.0,2.0,5822.0
64,8,1,0
64,9,0,0
64,10,1,0
64.0,11.0,5.0,5475.6196
64,12,0,0
64.0,13.0,5.0,6073.14
64,14,1,0
64.0,15.0,2.0,6205.5947
64,16,3,0
64,17,0,0
64,18,0,0
64.0,19.0,6.0,5664.0
64.0,20.0,2.0,4015.5
64.0,21.0,22.0,5128.627
64.0,22.0,36.0,4133.0
64.0,23.0,45.0,4403.0
64.0,24.0,44.0,4207.6123
64.0,25.0,67.0,7766.5
64.0,26.0,48.0,4392.7725
64,27,2,0
64.0,28.0,1.0,3957.0
64.0,29.0,59.0,4895.965
64.0,30.0,143.0,8562.5
64.0,31.0,161.0,5431.5
64.0,32.0,83.0,5283.0
64.0,33.0,59.0,5154.1753
64.0,34.0,46.0,4346.1
64.0,35.0,31.0,4370.0
64,36,36,0
64.0,37.0,44.0,4112.7466
64.0,38.0,64.0,5746.5
64.0,39.0,57.0,4402.305
64.0,40.0,64.0,9522.75
64.0,41.0,63.0,5852.0
64.0,42.0,64.0,6119.505
64.0,43.0,76.0,5020.6665
64.0,44.0,77.0,5639.1665
64.0,45.0,75.0,4439.0
64.0,46.0,76.0,9412.0
64.0,47.0,68.0,5353.6665
64.0,48.0,77.0,8730.0
64.0,49.0,78.0,9204.0
64.0,50.0,84.0,4160.0
64.0,51.0,68.0,5239.7646
64.0,52.0,73.0,9421.0
64.0,53.0,64.0,4445.0
64.0,54.0,102.0,5831.0
64.0,55.0,104.0,5575.0
64.0,56.0,128.0,9508.667
64.0,57.0,134.0,9601.0
64.0,58.0,129.0,5002.25
64.0,59.0,136.0,6804.0
64.0,60.0,139.0,9536.667
64.0,61.0,171.0,9084.0
64.0,62.0,151.0,8630.0
64.0,63.0,150.0,9515.0
64.0,64.0,156.0,9542.5
64.0,65.0,136.0,9566.0
64.0,66.0,130.0,9556.0
64.0,67.0,120.0,9613.0
64.0,68.0,124.0,9574.5
64.0,69.0,146.0,5266.6665
64.0,70.0,97.0,9581.667
64.0,71.0,121.0,9084.0
64.0,72.0,126.0,5143.45
64.0,73.0,138.0,5191.267
64.0,74.0,87.0,5493.5
64.0,75.0,90.0,5114.0
64.0,76.0,132.0,9613.0
64.0,77.0,114.0,9522.75
64.0,78.0,112.0,9532.0
64.0,79.0,86.0,5095.6333
64.0,80.0,65.0,4450.5
64.0,81.0,71.0,9575.0
64.0,82.0,67.0,8144.3335
64.0,83.0,78.0,9293.0
64.0,84.0,50.0,4469.0
64.0,85.0,43.0,4181.25
64.0,86.0,49.0,9566.0
64.0,87.0,46.0,5130.875
64.0,88.0,50.0,4453.5
64.0,89.0,65.0,5504.0
64.0,90.0,41.0,4458.0
64,91,35,0
64.0,92.0,36.0,5045.1
64.0,93.0,48.0,5355.3335
64.0,94.0,80.0,9365.0
64.0,95.0,44.0,9492.75
64.0,96.0,44.0,4445.0
64.0,97.0,43.0,8199.0
64.0,98.0,16.0,9438.0
64,99,1,0
65.0,0.0,2.0,3564.0
65.0,1.0,2.0,9438.0
65.0,2.0,4.0,7168.0
65.0,3.0,7.0,5441.25
65.0,4.0,3.0,5535.54
65.0,5.0,2.0,4801.1074
65,6,0,0
65,7,0,0
65.0,8.0,3.0,5397.0
65,9,1,0
65.0,10.0,4.0,5876.0
65,11,0,0
65.0,12.0,1.0,3379.0
65.0,13.0,2.0,3769.077
65,14,0,0
65.0,15.0,2.0,6069.6226
65.0,16.0,1.0,5160.0
65,17,3,0
65,18,0,0
65.0,19.0,5.0,3772.6965
65.0,20.0,1.0,4129.6665
65.0,21.0,29.0,5210.5674
65,22,31,0
65.0,23.0,24.0,4458.1226
65.0,24.0,36.0,4329.6167
65.0,25.0,65.0,4588.74
65.0,26.0,61.0,5623.5
65.0,27.0,2.0,4002.9
65.0,28.0,1.0,5403.0
65.0,29.0,83.0,9579.5
65.0,30.0,158.0,4406.0
65.0,31.0,120.0,5596.0
65.0,32.0,77.0,4365.0
65.0,33.0,75.0,4574.24
65.0,34.0,41.0,8561.333
65.0,35.0,51.0,7169.93
65.0,36.0,46.0,4169.0
65.0,37.0,56.0,9566.0
65.0,38.0,72.0,9516.75
65.0,39.0,70.0,4817.0
65.0,40.0,42.0,4435.5
65.0,41.0,63.0,4921.0
65.0,42.0,76.0,5095.6333
65.0,43.0,75.0,5602.3
65.0,44.0,66.0,4477.1733
65.0,45.0,71.0,4337.7334
65.0,46.0,57.0,5006.63
65.0,47.0,74.0,4435.547000000001
65.0,48.0,80.0,5889.025
65.0,49.0,81.0,4004.7832
65.0,50.0,99.0,9412.0
65.0,51.0,99.0,5307.6665
65.0,52.0,109.0,5802.0
65.0,53.0,120.0,8730.0
65.0,54.0,103.0,5286.9
65.0,55.0,113.0,6655.5
65.0,56.0,130.0,4948.0
65.0,57.0,138.0,5143.45
65.0,58.0,131.0,4454.16
65.0,59.0,150.0,9575.0
65.0,60.0,150.0,8630.0
65.0,61.0,140.0,9326.0
65.0,62.0,123.0,9598.5
65.0,63.0,143.0,9325.0
65.0,64.0,155.0,9530.25
65.0,65.0,144.0,9578.5
65.0,66.0,111.0,9502.75
65.0,67.0,117.0,9566.0
65.0,68.0,118.0,9537.25
65.0,69.0,119.0,5789.5
65.0,70.0,124.0,4637.04
65.0,71.0,122.0,8868.667
65.0,72.0,117.0,5786.0
65.0,73.0,121.0,5006.1826
65.0,74.0,111.0,5093.0
65.0,75.0,108.0,8582.667
65.0,76.0,96.0,4598.21
65.0,77.0,98.0,9578.5
65.0,78.0,106.0,9578.5
65.0,79.0,100.0,5657.65
65.0,80.0,90.0,9578.5
65.0,81.0,68.0,9542.5
65.0,82.0,80.0,9613.0
65.0,83.0,68.0,9515.0
65.0,84.0,54.0,8630.0
65.0,85.0,47.0,3589.75
65.0,86.0,61.0,5800.0
65.0,87.0,35.0,4486.0
65.0,88.0,69.0,8845.75
65.0,89.0,44.0,4622.0329999999985
65.0,90.0,43.0,4610.0
65.0,91.0,43.0,4374.6665
65.0,92.0,35.0,4311.25
65.0,93.0,24.0,3963.5
65.0,94.0,38.0,9566.0
65.0,95.0,50.0,9531.0
65.0,96.0,37.0,8562.5
65.0,97.0,30.0,8628.0
65.0,98.0,15.0,4675.67
65,99,1,0
66,0,2,0
66,1,1,0
66.0,2.0,2.0,3705.3125
66.0,3.0,2.0,3819.75
66,4,0,0
66.0,5.0,3.0,4908.0
66.0,6.0,3.0,5896.0
66,7,0,0
66.0,8.0,1.0,3727.3333
66,9,1,0
66,10,1,0
66.0,11.0,4.0,4588.6665
66.0,12.0,1.0,3860.1924
66,13,0,0
66.0,14.0,3.0,4102.3066
66.0,15.0,1.0,6356.2354
66.0,16.0,2.0,5770.25
66,17,1,0
66.0,18.0,4.0,8868.667
66.0,19.0,3.0,3655.8325
66.0,20.0,2.0,4106.5
66.0,21.0,36.0,5579.6665
66.0,22.0,58.0,5643.25
66.0,23.0,40.0,6770.0
66.0,24.0,31.0,5355.575
66.0,25.0,47.0,5034.5576
66.0,26.0,48.0,5347.5
66.0,27.0,3.0,4088.1948
66.0,28.0,3.0,4885.6665
66.0,29.0,65.0,5609.4766
66.0,30.0,120.0,4308.0
66,31,114,0
66.0,32.0,47.0,4905.67
66.0,33.0,46.0,4201.39
66.0,34.0,56.0,4331.6665
66.0,35.0,47.0,3954.75
66.0,36.0,97.0,5313.0
66.0,37.0,55.0,8556.0
66.0,38.0,36.0,4869.0
66.0,39.0,71.0,4902.0
66.0,40.0,50.0,4993.75
66.0,41.0,65.0,4367.25
66.0,42.0,59.0,5000.0
66.0,43.0,53.0,4146.195
66.0,44.0,76.0,4799.0103
66.0,45.0,88.0,4486.0
66.0,46.0,87.0,5131.41
66.0,47.0,95.0,6607.5
66.0,48.0,91.0,9515.0
66.0,49.0,81.0,5000.0
66.0,50.0,109.0,9515.0
66.0,51.0,76.0,4983.47
66.0,52.0,127.0,5143.45
66.0,53.0,104.0,5191.0
66.0,54.0,108.0,5674.75
66.0,55.0,111.0,5315.45
66.0,56.0,132.0,9532.0
66.0,57.0,120.0,8932.667
66.0,58.0,123.0,8598.667
66.0,59.0,154.0,5411.17
66.0,60.0,157.0,9269.5
66.0,61.0,111.0,9516.75
66.0,62.0,164.0,9326.0
66.0,63.0,166.0,9584.0
66.0,64.0,174.0,9512.0
66.0,65.0,150.0,9353.0
66.0,66.0,149.0,9480.333
66.0,67.0,139.0,9421.0
66.0,68.0,122.0,9545.667
66.0,69.0,142.0,8777.333
66.0,70.0,121.0,8725.0
66.0,71.0,124.0,4789.74
66.0,72.0,113.0,9146.0
66.0,73.0,110.0,5351.6665
66.0,74.0,105.0,7176.0
66.0,75.0,84.0,5095.4805
66.0,76.0,96.0,8598.667
66.0,77.0,90.0,8803.5
66.0,78.0,106.0,5602.543000000002
66.0,79.0,96.0,9512.0
66.0,80.0,71.0,7377.3335
66.0,81.0,48.0,4919.22
66.0,82.0,94.0,7416.735
66.0,83.0,88.0,7416.0
66.0,84.0,41.0,9572.5
66.0,85.0,45.0,5579.8667
66.0,86.0,63.0,9581.667
66.0,87.0,75.0,9164.667
66.0,88.0,65.0,4470.0
66.0,89.0,30.0,6609.3335
66.0,90.0,52.0,3848.0
66.0,91.0,46.0,4620.34
66.0,92.0,47.0,4991.5
66.0,93.0,52.0,9266.0
66.0,94.0,42.0,4436.6665
66.0,95.0,31.0,4676.55
66.0,96.0,29.0,9591.25
66.0,97.0,26.0,9566.0
66.0,98.0,18.0,9438.0
66,99,4,0
67,0,0,0
67,1,0,0
67.0,2.0,2.0,5279.75
67.0,3.0,1.0,4888.75
67.0,4.0,2.0,5741.0
67.0,5.0,3.0,4673.757000000001
67.0,6.0,3.0,4856.75
67.0,7.0,1.0,5753.0
67.0,8.0,1.0,4340.0
67.0,9.0,2.0,4499.0
67.0,10.0,2.0,5396.6665
67,11,1,0
67.0,12.0,5.0,3663.6667
67,13,0,0
67,14,2,0
67.0,15.0,2.0,3973.67
67.0,16.0,1.0,3624.6174
67,17,3,0
67,18,0,0
67,19,0,0
67.0,20.0,10.0,5498.9854
67.0,21.0,38.0,9516.75
67.0,22.0,58.0,5712.1
67.0,23.0,36.0,4854.0
67.0,24.0,48.0,4241.0
67.0,25.0,50.0,4420.5
67.0,26.0,36.0,4991.63
67,27,2,0
67,28,3,0
67.0,29.0,70.0,4863.13
67.0,30.0,132.0,5869.0
67.0,31.0,83.0,7473.473000000001
67.0,32.0,75.0,4341.6665
67.0,33.0,55.0,5343.3447
67.0,34.0,59.0,8598.667
67.0,35.0,49.0,4133.0
67.0,36.0,72.0,8692.0
67.0,37.0,37.0,6334.075
67,38,42,0
67.0,39.0,54.0,4174.15
67.0,40.0,73.0,8598.667
67.0,41.0,79.0,5034.9434
67.0,42.0,77.0,4472.0
67.0,43.0,68.0,5143.45
67.0,44.0,79.0,5555.08
67.0,45.0,82.0,4720.55
67.0,46.0,70.0,4432.7
67.0,47.0,72.0,9516.75
67.0,48.0,74.0,9566.0
67.0,49.0,101.0,4831.0
67.0,50.0,94.0,6283.75
67.0,51.0,114.0,4872.3335
67.0,52.0,91.0,5163.2
67.0,53.0,108.0,8583.0
67.0,54.0,75.0,4443.427
67.0,55.0,108.0,9516.75
67.0,56.0,102.0,8630.0
67.0,57.0,125.0,5143.45
67.0,58.0,130.0,9084.0
67.0,59.0,132.0,9515.0
67.0,60.0,131.0,8630.0
67.0,61.0,125.0,9515.0
67.0,62.0,173.0,9566.0
67.0,63.0,160.0,9566.0
67.0,64.0,165.0,9508.667
67.0,65.0,154.0,9515.0
67.0,66.0,121.0,6959.75
67.0,67.0,123.0,9084.0
67.0,68.0,131.0,9578.5
67.0,69.0,142.0,9412.0
67.0,70.0,115.0,9554.667
67.0,71.0,106.0,9566.0
67.0,72.0,116.0,5829.0
67.0,73.0,149.0,9552.0
67.0,74.0,105.0,4725.02
67.0,75.0,98.0,6159.3
67.0,76.0,88.0,7025.2
67.0,77.0,85.0,4993.0
67.0,78.0,86.0,9566.0
67.0,79.0,74.0,4888.1533
67.0,80.0,74.0,4837.0
67.0,81.0,83.0,4460.0
67.0,82.0,75.0,5398.225
67.0,83.0,87.0,9512.0
67.0,84.0,54.0,4417.0
67.0,85.0,68.0,9566.0
67.0,86.0,66.0,4817.0
67.0,87.0,70.0,4889.0
67.0,88.0,48.0,4321.0
67.0,89.0,38.0,4467.5
67.0,90.0,44.0,5049.08
67.0,91.0,40.0,4402.12
67.0,92.0,23.0,4402.12
67.0,93.0,29.0,4884.683
67,94,31,0
67.0,95.0,35.0,4889.0
67.0,96.0,36.0,4656.4067
67.0,97.0,38.0,9536.667
67.0,98.0,14.0,4936.6133
67,99,0,0
68.0,0.0,3.0,3865.2573
68,1,0,0
68,2,0,0
68,3,0,0
68,4,2,0
68,5,0,0
68.0,6.0,2.0,4363.25
68,7,1,0
68.0,8.0,2.0,5799.6665
68.0,9.0,2.0,4091.91
68.0,10.0,1.0,3906.0
68.0,11.0,2.0,4411.5
68.0,12.0,2.0,5340.3335
68,13,1,0
68.0,14.0,4.0,5717.75
68.0,15.0,1.0,4056.8774
68.0,16.0,3.0,9534.333
68.0,17.0,5.0,8868.667
68,18,2,0
68.0,19.0,1.0,3978.1401
68,20,2,0
68.0,21.0,41.0,5255.5
68.0,22.0,46.0,4330.55
68.0,23.0,34.0,5346.0
68.0,24.0,43.0,5333.0
68.0,25.0,65.0,4869.8335
68.0,26.0,36.0,4427.64
68.0,27.0,1.0,3304.25
68.0,28.0,2.0,5612.1
68.0,29.0,78.0,4970.343
68.0,30.0,122.0,4372.0
68.0,31.0,76.0,4390.2266
68.0,32.0,67.0,5861.0
68,33,37,0
68.0,34.0,53.0,4344.0
68.0,35.0,55.0,4421.6665
68.0,36.0,53.0,4462.0
68.0,37.0,48.0,9485.75
68.0,38.0,59.0,4945.5
68.0,39.0,54.0,5845.5
68.0,40.0,57.0,5717.3335
68.0,41.0,61.0,5014.0
68.0,42.0,76.0,6871.8335
68.0,43.0,72.0,6514.5
68.0,44.0,85.0,4930.5
68.0,45.0,84.0,5037.2075
68.0,46.0,84.0,4521.4834
68.0,47.0,105.0,7841.0
68.0,48.0,84.0,6796.1396
68.0,49.0,100.0,4880.0
68.0,50.0,117.0,5409.0
68.0,51.0,110.0,7841.0
68.0,52.0,100.0,5343.0
68.0,53.0,91.0,5951.0
68.0,54.0,88.0,4465.25
68.0,55.0,139.0,4725.02
68.0,56.0,114.0,6621.0
68.0,57.0,126.0,9551.25
68.0,58.0,124.0,5952.0
68.0,59.0,149.0,8906.0
68.0,60.0,124.0,8932.667
68.0,61.0,157.0,9593.0
68.0,62.0,149.0,9575.0
68.0,63.0,129.0,9515.0
68.0,64.0,153.0,9554.667
68.0,65.0,142.0,9613.0
68.0,66.0,152.0,9552.0
68.0,67.0,138.0,9342.0
68.0,68.0,130.0,9575.0
68.0,69.0,130.0,8598.667
68.0,70.0,120.0,8188.65
68.0,71.0,122.0,4956.0
68.0,72.0,112.0,9543.25
68.0,73.0,148.0,5171.6333
68.0,74.0,120.0,9530.333
68.0,75.0,98.0,5294.047
68.0,76.0,81.0,5015.5
68.0,77.0,95.0,9552.333
68.0,78.0,103.0,6774.735
68.0,79.0,81.0,8946.333
68.0,80.0,71.0,9512.0
68.0,81.0,80.0,9613.0
68.0,82.0,90.0,9593.0
68.0,83.0,74.0,9420.5
68.0,84.0,59.0,5972.0
68.0,85.0,54.0,3930.6667
68.0,86.0,131.0,5223.6665
68.0,87.0,75.0,6911.72
68.0,88.0,60.0,9045.0
68.0,89.0,54.0,5346.25
68.0,90.0,51.0,4312.85
68.0,91.0,48.0,4469.0
68.0,92.0,38.0,4190.4053
68.0,93.0,26.0,4279.0
68.0,94.0,46.0,4395.0
68.0,95.0,31.0,5296.3780000000015
68.0,96.0,32.0,4327.5
68.0,97.0,26.0,4460.0
68.0,98.0,11.0,4431.6665
68.0,99.0,2.0,4065.0
69.0,0.0,1.0,6781.0
69,1,1,0
69.0,2.0,4.0,8777.333
69.0,3.0,5.0,5757.0
69.0,4.0,3.0,5338.205
69,5,2,0
69,6,0,0
69,7,1,0
69.0,8.0,2.0,5487.6665
69.0,9.0,1.0,4056.0
69.0,10.0,1.0,4135.5474
69,11,2,0
69.0,12.0,2.0,5341.5
69,13,1,0
69,14,0,0
69.0,15.0,2.0,3950.8535
69,16,0,0
69.0,17.0,2.0,5545.9927
69,18,0,0
69,19,1,0
69.0,20.0,5.0,6827.6426
69.0,21.0,41.0,4253.5
69.0,22.0,36.0,4424.7603
69.0,23.0,54.0,4737.0
69.0,24.0,51.0,5195.37
69.0,25.0,55.0,4495.0
69.0,26.0,28.0,4875.0
69.0,27.0,1.0,3873.0
69.0,28.0,4.0,4093.0
69.0,29.0,64.0,3834.3333
69.0,30.0,96.0,9516.75
69.0,31.0,77.0,4164.4697
69.0,32.0,58.0,3849.25
69.0,33.0,33.0,4439.75
69.0,34.0,53.0,4454.0
69.0,35.0,51.0,5367.5
69.0,36.0,49.0,3532.505
69.0,37.0,59.0,4987.0
69.0,38.0,49.0,9591.25
69.0,39.0,56.0,9438.0
69.0,40.0,82.0,9438.0
69.0,41.0,95.0,9492.75
69.0,42.0,59.0,4460.293
69.0,43.0,70.0,8928.5
69.0,44.0,74.0,4460.0
69.0,45.0,75.0,8982.5
69.0,46.0,101.0,9283.5
69.0,47.0,105.0,4979.02
69.0,48.0,80.0,9269.5
69.0,49.0,103.0,5595.906999999997
69.0,50.0,97.0,5747.6777
69.0,51.0,92.0,9515.0
69.0,52.0,89.0,5951.0
69.0,53.0,94.0,5512.0
69.0,54.0,125.0,4740.98
69.0,55.0,109.0,5382.75
69.0,56.0,99.0,8127.0
69.0,57.0,75.0,7169.93
69.0,58.0,118.0,6764.0
69.0,59.0,127.0,5095.6333
69.0,60.0,134.0,9579.5
69.0,61.0,136.0,9189.0
69.0,62.0,162.0,8630.0
69.0,63.0,157.0,9492.75
69.0,64.0,148.0,9578.5
69.0,65.0,163.0,8561.333
69.0,66.0,159.0,9603.0
69.0,67.0,131.0,9566.0
69.0,68.0,115.0,8868.667
69.0,69.0,137.0,5409.0
69.0,70.0,137.0,5761.75
69.0,71.0,111.0,9516.75
69.0,72.0,160.0,8946.333
69.0,73.0,127.0,9325.0
69.0,74.0,132.0,4990.38
69.0,75.0,83.0,5505.156999999997
69.0,76.0,73.0,4488.5
69.0,77.0,98.0,4974.9434
69.0,78.0,62.0,4368.0
69.0,79.0,78.0,9545.667
69.0,80.0,65.0,8611.667
69.0,81.0,69.0,6827.973000000001
69.0,82.0,78.0,7959.3335
69.0,83.0,73.0,5356.0
69.0,84.0,46.0,4346.1
69.0,85.0,48.0,5655.4746
69.0,86.0,84.0,8630.0
69.0,87.0,57.0,4432.0
69.0,88.0,70.0,5951.6665
69.0,89.0,42.0,8552.5
69.0,90.0,45.0,5197.75
69.0,91.0,58.0,4274.0063
69.0,92.0,32.0,9584.5
69.0,93.0,36.0,3906.0
69.0,94.0,33.0,5762.6665
69.0,95.0,54.0,9193.75
69.0,96.0,34.0,6188.3335
69.0,97.0,42.0,9575.0
69.0,98.0,14.0,5959.0
69,99,3,0
70.0,0.0,1.0,5235.8604
70.0,1.0,3.0,8284.25
70,2,2,0
70.0,3.0,2.0,3608.5
70.0,4.0,1.0,3785.66
70.0,5.0,1.0,5823.75
70,6,1,0
70.0,7.0,2.0,5138.4873
70.0,8.0,3.0,8868.667
70.0,9.0,4.0,4872.3335
70.0,10.0,2.0,4943.25
70.0,11.0,3.0,3834.6667
70.0,12.0,1.0,4881.0825
70.0,13.0,3.0,5126.5
70,14,3,0
70.0,15.0,2.0,4975.7397
70,16,1,0
70.0,17.0,5.0,3968.2773
70.0,18.0,1.0,3868.75
70.0,19.0,2.0,4093.865
70,20,0,0
