ra,dec,total,teff
117.0,59.0,135.0,7234.0
117.0,60.0,144.0,8630.0
117.0,61.0,106.0,4908.33
117.0,62.0,113.0,9556.0
117.0,63.0,116.0,6560.875
117.0,64.0,131.0,9566.0
117.0,65.0,105.0,8906.0
117.0,66.0,122.0,9575.0
117.0,67.0,124.0,9480.333
117.0,68.0,115.0,9581.667
117.0,69.0,97.0,8751.0
117.0,70.0,90.0,9280.0
117.0,71.0,75.0,8598.667
117.0,72.0,61.0,4223.41
117.0,73.0,72.0,9571.5
117.0,74.0,76.0,8613.75
117.0,75.0,127.0,9575.0
117.0,76.0,76.0,9515.0
117.0,77.0,96.0,9579.0
117.0,78.0,100.0,9532.0
117.0,79.0,93.0,9566.0
117.0,80.0,60.0,9515.0
117.0,81.0,81.0,9045.0
117.0,82.0,68.0,8854.333
117.0,83.0,54.0,8868.667
117.0,84.0,79.0,9516.75
117.0,85.0,77.0,9545.667
117.0,86.0,75.0,9566.0
117.0,87.0,62.0,9458.5
117.0,88.0,52.0,9516.75
117.0,89.0,117.0,3987.5
117.0,90.0,24.0,9045.0
117.0,91.0,47.0,9293.0
117.0,92.0,53.0,8604.75
117.0,93.0,47.0,9451.0
117.0,94.0,39.0,4357.2803
117.0,95.0,33.0,5181.0396
117.0,96.0,49.0,4966.6733
117.0,97.0,42.0,4427.0
117.0,98.0,29.0,5400.0
117.0,99.0,12.0,4886.0
118,0,0,0
118,1,1,0
118.0,2.0,2.0,5541.0
118.0,3.0,3.0,4982.05
118.0,4.0,4.0,3916.4834
118.0,5.0,3.0,5878.7603
118.0,6.0,1.0,5756.0
118,7,0,0
118.0,8.0,2.0,3690.0
118.0,9.0,3.0,5379.0
118.0,10.0,7.0,6655.055
118.0,11.0,3.0,4373.0
118.0,12.0,1.0,3690.0
118.0,13.0,1.0,3801.63
118.0,14.0,4.0,4125.86
118.0,15.0,5.0,5229.4873
118.0,16.0,5.0,4428.3335
118.0,17.0,4.0,4936.3867
118.0,18.0,2.0,4322.0
118.0,19.0,29.0,4478.6665
118.0,20.0,28.0,9348.333
118.0,21.0,53.0,4873.3965
118.0,22.0,44.0,4930.6665
118.0,23.0,42.0,8868.667
118.0,24.0,39.0,4350.3335
118.0,25.0,58.0,9613.0
118.0,26.0,70.0,3749.5
118.0,27.0,42.0,5034.75
118.0,28.0,64.0,5103.91
118.0,29.0,78.0,7959.3335
118.0,30.0,54.0,8868.667
118.0,31.0,61.0,5318.41
118.0,32.0,78.0,4687.1465
118.0,33.0,61.0,4211.0
118.0,34.0,50.0,5272.975
118.0,35.0,84.0,4490.75
118.0,36.0,59.0,8562.5
118.0,37.0,76.0,8655.5
118.0,38.0,108.0,7028.68
118.0,39.0,103.0,9485.75
118.0,40.0,81.0,9512.0
118.0,41.0,86.0,5076.0
118.0,42.0,114.0,8868.667
118.0,43.0,91.0,4638.0329999999985
118.0,44.0,123.0,5143.45
118.0,45.0,117.0,6764.0
118.0,46.0,112.0,4445.0
118.0,47.0,110.0,6876.0
118.0,48.0,113.0,5409.0
118.0,49.0,135.0,9575.0
118.0,50.0,149.0,5144.95
118.0,51.0,168.0,5143.45
118.0,52.0,133.0,9566.0
118.0,53.0,143.0,6876.0
118.0,54.0,131.0,8300.25
118.0,55.0,134.0,9084.0
118.0,56.0,119.0,9569.0
118.0,57.0,128.0,8998.25
118.0,58.0,134.0,9613.0
118.0,59.0,130.0,8712.0
118.0,60.0,122.0,7633.0
118.0,61.0,116.0,4848.5
118.0,62.0,110.0,9575.0
118.0,63.0,103.0,9603.0
118.0,64.0,118.0,8946.333
118.0,65.0,113.0,9556.0
118.0,66.0,93.0,8567.75
118.0,67.0,106.0,9578.5
118.0,68.0,93.0,9531.0
118.0,69.0,89.0,9575.0
118.0,70.0,88.0,9444.0
118.0,71.0,96.0,9522.75
118.0,72.0,82.0,9516.75
118.0,73.0,62.0,5055.115
118.0,74.0,79.0,9545.667
118.0,75.0,65.0,9165.0
118.0,76.0,89.0,9451.0
118.0,77.0,78.0,9613.0
118.0,78.0,103.0,8868.667
118.0,79.0,133.0,9566.0
118.0,80.0,68.0,8951.333
118.0,81.0,72.0,4339.8247
118.0,82.0,73.0,9205.0
118.0,83.0,61.0,9531.0
118.0,84.0,79.0,8712.0
118.0,85.0,87.0,8868.667
118.0,86.0,80.0,9054.5
118.0,87.0,47.0,9531.0
118.0,88.0,50.0,8565.0
118.0,89.0,107.0,8868.667
118.0,90.0,28.0,4132.0
118.0,91.0,52.0,9575.0
118.0,92.0,47.0,9325.0
118.0,93.0,41.0,9613.0
118.0,94.0,29.0,4548.0
118.0,95.0,38.0,9131.333
118.0,96.0,37.0,4930.53
118.0,97.0,59.0,8868.667
118.0,98.0,28.0,5093.0
118.0,99.0,15.0,5410.5
119,0,0,0
119.0,1.0,2.0,4851.6665
119.0,2.0,1.0,4930.6665
119.0,3.0,2.0,5867.25
119.0,4.0,4.0,7444.0
119.0,5.0,5.0,5252.2563
119.0,6.0,1.0,3544.0
119.0,7.0,2.0,8700.333
119.0,8.0,2.0,4309.0
119.0,9.0,2.0,3893.0
119.0,10.0,5.0,9084.0
119.0,11.0,6.0,5452.25
119,12,2,0
119.0,13.0,4.0,5804.0
119.0,14.0,15.0,8751.0
119.0,15.0,4.0,4402.0
119.0,16.0,5.0,8868.667
119.0,17.0,3.0,4515.5
119.0,18.0,9.0,5344.3335
119.0,19.0,23.0,8868.667
119,20,20,0
119.0,21.0,44.0,4165.075
119.0,22.0,35.0,5263.4
119.0,23.0,63.0,4881.215
119.0,24.0,62.0,9522.75
119.0,25.0,50.0,9566.0
119.0,26.0,58.0,9325.0
119.0,27.0,56.0,9566.0
119.0,28.0,50.0,4406.0
119.0,29.0,57.0,4546.0
119.0,30.0,65.0,9329.5
119.0,31.0,71.0,4716.74
119.0,32.0,55.0,5219.3335
119.0,33.0,75.0,4938.3335
119.0,34.0,46.0,4739.48
119.0,35.0,56.0,5350.3335
119.0,36.0,90.0,8582.667
119.0,37.0,101.0,9566.0
119.0,38.0,90.0,5967.0
119.0,39.0,86.0,4720.55
119.0,40.0,90.0,4316.925
119.0,41.0,85.0,6141.5
119.0,42.0,110.0,5003.0
119.0,43.0,118.0,9045.0
119.0,44.0,96.0,5605.5
119.0,45.0,125.0,4987.0
119.0,46.0,112.0,5624.1733
119.0,47.0,141.0,5293.6665
119.0,48.0,130.0,9566.0
119.0,49.0,106.0,7176.0
119.0,50.0,134.0,5095.6333
119.0,51.0,124.0,4947.0
119.0,52.0,153.0,9342.0
119.0,53.0,101.0,8630.0
119.0,54.0,142.0,9515.0
119.0,55.0,132.0,8354.5
119.0,56.0,131.0,7815.9746
119.0,57.0,142.0,9578.5
119.0,58.0,154.0,9530.5
119.0,59.0,161.0,9530.25
119.0,60.0,134.0,4777.0
119.0,61.0,88.0,5025.3335
119.0,62.0,113.0,7080.0
119.0,63.0,135.0,9579.5
119.0,64.0,128.0,9551.25
119.0,65.0,108.0,8932.667
119.0,66.0,83.0,9087.0
119.0,67.0,113.0,9552.333
119.0,68.0,110.0,9136.5
119.0,69.0,79.0,9508.667
119.0,70.0,68.0,4451.0
119.0,71.0,72.0,7841.0
119.0,72.0,81.0,4898.0
119.0,73.0,73.0,8854.333
119.0,74.0,67.0,9575.0
119.0,75.0,66.0,9522.75
119.0,76.0,60.0,9438.0
119.0,77.0,107.0,9136.5
119.0,78.0,82.0,9566.0
119.0,79.0,68.0,9555.5
119.0,80.0,70.0,8868.667
119.0,81.0,72.0,9269.5
119.0,82.0,75.0,9045.0
119.0,83.0,51.0,9512.0
119.0,84.0,73.0,9438.0
119.0,85.0,62.0,9575.0
119.0,86.0,63.0,9556.0
119.0,87.0,55.0,9353.0
119.0,88.0,48.0,8704.333
119.0,89.0,125.0,5744.0
119.0,90.0,35.0,5377.0
119.0,91.0,40.0,4082.4033
119.0,92.0,50.0,9552.333
119.0,93.0,32.0,9508.667
119.0,94.0,35.0,5952.0
119.0,95.0,37.0,9516.75
119.0,96.0,29.0,7817.0
119.0,97.0,33.0,4068.0
119.0,98.0,30.0,4679.4897
119.0,99.0,6.0,4906.5674
120.0,0.0,2.0,4770.0
120.0,1.0,1.0,4946.1274
120.0,2.0,3.0,5866.6665
120.0,3.0,3.0,5823.6665
120,4,0,0
120.0,5.0,2.0,3774.0166
120,6,2,0
120.0,7.0,4.0,9603.0
120.0,8.0,3.0,5531.02
120.0,9.0,3.0,3984.0
120.0,10.0,3.0,4076.4797
120.0,11.0,5.0,4171.39
120.0,12.0,5.0,5172.5703
120.0,13.0,6.0,5250.0
120.0,14.0,3.0,3622.0
120.0,15.0,5.0,4253.16
120.0,16.0,4.0,5025.3335
120.0,17.0,6.0,7841.0
120.0,18.0,6.0,8562.5
120.0,19.0,30.0,5412.25
120.0,20.0,33.0,4353.6665
120.0,21.0,48.0,4438.935
120.0,22.0,44.0,7163.0
120.0,23.0,63.0,9434.5
120.0,24.0,46.0,9084.0
120.0,25.0,61.0,4890.245
120.0,26.0,94.0,8868.667
120.0,27.0,75.0,8613.75
120.0,28.0,57.0,9438.0
120.0,29.0,85.0,8598.667
120.0,30.0,62.0,8598.667
120.0,31.0,66.0,9530.25
120.0,32.0,58.0,8946.333
120.0,33.0,76.0,8144.3335
120.0,34.0,59.0,4337.5
120.0,35.0,60.0,5320.0
120.0,36.0,79.0,4192.0
120.0,37.0,61.0,8583.0
120.0,38.0,92.0,5044.2
120.0,39.0,119.0,4900.3896
120.0,40.0,78.0,4873.75
120.0,41.0,76.0,8552.0
120.0,42.0,107.0,5286.9
120.0,43.0,129.0,8582.667
120.0,44.0,111.0,9584.0
120.0,45.0,124.0,5112.82
120.0,46.0,82.0,6305.5
120.0,47.0,139.0,9532.0
120.0,48.0,140.0,4703.8237
120.0,49.0,146.0,6488.0
120.0,50.0,128.0,5305.82
120.0,51.0,202.0,9515.0
120.0,52.0,181.0,9578.5
120.0,53.0,173.0,7595.0
120.0,54.0,128.0,4475.0
120.0,55.0,121.0,8583.0
120.0,56.0,116.0,9326.0
120.0,57.0,137.0,9613.0
120.0,58.0,159.0,9566.0
120.0,59.0,145.0,9516.75
120.0,60.0,122.0,8704.333
120.0,61.0,117.0,5911.5
120.0,62.0,92.0,5000.0
120.0,63.0,124.0,9552.0
120.0,64.0,118.0,9474.5
120.0,65.0,123.0,9613.0
120.0,66.0,119.0,9613.0
120.0,67.0,90.0,9554.0
120.0,68.0,85.0,9569.0
120.0,69.0,106.0,9554.667
120.0,70.0,73.0,8440.0
120.0,71.0,114.0,8868.667
120.0,72.0,81.0,8868.667
120.0,73.0,76.0,9613.0
120.0,74.0,79.0,9045.0
120.0,75.0,79.0,9130.0
120.0,76.0,103.0,8906.0
120.0,77.0,111.0,9438.0
120.0,78.0,126.0,9613.0
120.0,79.0,84.0,9438.0
120.0,80.0,94.0,8994.5
120.0,81.0,65.0,9378.5
120.0,82.0,55.0,9438.0
120.0,83.0,48.0,9515.0
120.0,84.0,51.0,4864.0977
120.0,85.0,73.0,8868.667
120.0,86.0,70.0,8868.667
120.0,87.0,67.0,9532.0
120.0,88.0,53.0,4280.0
120.0,89.0,95.0,3823.4668
120.0,90.0,59.0,4102.0
120.0,91.0,45.0,9045.0
120.0,92.0,38.0,9269.5
120.0,93.0,36.0,4423.0
120.0,94.0,34.0,4514.0933
120.0,95.0,27.0,4362.3335
120.0,96.0,28.0,4009.4475
120.0,97.0,41.0,7224.6665
120.0,98.0,21.0,3850.855
120.0,99.0,11.0,4427.64
121,0,0,0
121.0,1.0,1.0,6985.0
121.0,2.0,4.0,7703.0
121.0,3.0,2.0,8655.5
121.0,4.0,4.0,4777.3335
121.0,5.0,2.0,5555.08
121,6,0,0
121.0,7.0,2.0,5838.0
121.0,8.0,2.0,5296.4067
121,9,1,0
121.0,10.0,2.0,4337.73
121.0,11.0,3.0,5077.75
121.0,12.0,4.0,5386.2734
121.0,13.0,6.0,5188.8623
121,14,1,0
121.0,15.0,8.0,9537.25
121.0,16.0,6.0,8562.5
121.0,17.0,11.0,5136.0
121.0,18.0,7.0,5572.01
121.0,19.0,18.0,5512.0
121.0,20.0,27.0,8848.667
121.0,21.0,40.0,3964.0
121.0,22.0,28.0,9189.0
121.0,23.0,57.0,8598.667
121.0,24.0,65.0,9434.5
121.0,25.0,71.0,5498.42
121.0,26.0,105.0,9485.75
121.0,27.0,62.0,8868.667
121.0,28.0,59.0,8868.667
121.0,29.0,69.0,5705.406999999997
121.0,30.0,56.0,8868.667
121.0,31.0,77.0,8868.667
121.0,32.0,59.0,4415.0
121.0,33.0,59.0,4485.0
121.0,34.0,67.0,5427.0
121.0,35.0,68.0,8562.5
121.0,36.0,59.0,9530.5
121.0,37.0,101.0,5491.276999999999
121.0,38.0,63.0,4531.275
121.0,39.0,59.0,9552.0
121.0,40.0,104.0,8728.0
121.0,41.0,81.0,4469.0
121.0,42.0,80.0,9084.0
121.0,43.0,123.0,9136.5
121.0,44.0,120.0,9266.0
121.0,45.0,124.0,5504.0
121.0,46.0,92.0,4518.6577
121.0,47.0,113.0,9566.0
121.0,48.0,149.0,4993.5
121.0,49.0,109.0,4415.0
121.0,50.0,117.0,7234.0
121.0,51.0,127.0,7381.75
121.0,52.0,177.0,9515.0
121.0,53.0,175.0,9574.5
121.0,54.0,120.0,5143.45
121.0,55.0,138.0,8394.0
121.0,56.0,138.0,5266.1196
121.0,57.0,119.0,9554.667
121.0,58.0,146.0,9516.75
121.0,59.0,127.0,9566.0
121.0,60.0,98.0,9566.0
121.0,61.0,129.0,7348.75
121.0,62.0,127.0,7176.0
121.0,63.0,100.0,8868.667
121.0,64.0,114.0,9451.0
121.0,65.0,86.0,8868.667
121.0,66.0,106.0,4947.0
121.0,67.0,96.0,9522.75
121.0,68.0,115.0,9146.25
121.0,69.0,109.0,9516.75
121.0,70.0,73.0,9474.5
121.0,71.0,101.0,9331.5
121.0,72.0,78.0,5000.0
121.0,73.0,67.0,9571.5
121.0,74.0,64.0,8562.5
121.0,75.0,75.0,9581.667
121.0,76.0,87.0,9508.667
121.0,77.0,82.0,9516.75
121.0,78.0,85.0,9438.0
121.0,79.0,58.0,9438.0
121.0,80.0,56.0,9263.667
121.0,81.0,89.0,8613.75
121.0,82.0,63.0,9621.5
121.0,83.0,67.0,5902.0
121.0,84.0,62.0,8868.667
121.0,85.0,60.0,9515.0
121.0,86.0,81.0,4458.75
121.0,87.0,64.0,8745.667
121.0,88.0,70.0,9532.0
121.0,89.0,131.0,9566.0
121.0,90.0,26.0,9438.0
121.0,91.0,37.0,9165.0
121.0,92.0,26.0,8630.0
121.0,93.0,46.0,9613.0
121.0,94.0,24.0,8354.5
121.0,95.0,31.0,4244.9775
121.0,96.0,43.0,9412.0
121.0,97.0,33.0,9348.333
121.0,98.0,27.0,8630.0
121.0,99.0,10.0,5291.96
122,0,1,0
122.0,1.0,2.0,4368.0
122,2,1,0
122.0,3.0,4.0,8157.3335
122.0,4.0,1.0,7328.0
122.0,5.0,4.0,8770.0
122,6,1,0
122,7,3,0
122.0,8.0,6.0,4044.5
122.0,9.0,4.0,4349.0
122.0,10.0,7.0,5239.75
122.0,11.0,4.0,4339.0
122.0,12.0,6.0,4214.985
122.0,13.0,4.0,5854.0
122.0,14.0,4.0,4897.0
122.0,15.0,6.0,8868.667
122.0,16.0,5.0,5201.0
122.0,17.0,6.0,5526.656999999997
122.0,18.0,4.0,4926.203
122.0,19.0,26.0,5020.7829999999985
122.0,20.0,37.0,4379.65
122.0,21.0,42.0,9554.0
122.0,22.0,66.0,9477.25
122.0,23.0,58.0,5470.0
122.0,24.0,113.0,9613.0
122.0,25.0,67.0,4669.13
122.0,26.0,75.0,5767.4
122.0,27.0,52.0,8712.0
122.0,28.0,42.0,4593.13
122.0,29.0,100.0,5273.55
122.0,30.0,77.0,5356.0
122.0,31.0,54.0,5177.125
122.0,32.0,76.0,8598.667
122.0,33.0,78.0,4985.1
122.0,34.0,76.0,5045.6826
122.0,35.0,67.0,5216.5
122.0,36.0,71.0,5053.795
122.0,37.0,97.0,4637.55
122.0,38.0,85.0,5887.325
122.0,39.0,82.0,5076.0
122.0,40.0,94.0,9480.333
122.0,41.0,93.0,5307.0
122.0,42.0,83.0,4681.255
122.0,43.0,122.0,9613.0
122.0,44.0,84.0,9575.0
122.0,45.0,123.0,5143.45
122.0,46.0,136.0,9307.0
122.0,47.0,124.0,9045.0
122.0,48.0,128.0,5617.15
122.0,49.0,129.0,8565.0
122.0,50.0,103.0,9536.667
122.0,51.0,147.0,6273.72
122.0,52.0,170.0,6911.72
122.0,53.0,138.0,8583.0
122.0,54.0,132.0,9566.0
122.0,55.0,159.0,9572.5
122.0,56.0,106.0,9522.75
122.0,57.0,120.0,8583.0
122.0,58.0,134.0,9566.0
122.0,59.0,134.0,9516.75
122.0,60.0,121.0,5094.9053
122.0,61.0,124.0,5143.45
122.0,62.0,122.0,5552.0
122.0,63.0,120.0,5215.175
122.0,64.0,101.0,5011.0
122.0,65.0,127.0,9581.667
122.0,66.0,77.0,9641.0
122.0,67.0,93.0,8946.333
122.0,68.0,99.0,8561.333
122.0,69.0,96.0,9045.0
122.0,70.0,97.0,9307.0
122.0,71.0,74.0,8562.5
122.0,72.0,67.0,4861.0
122.0,73.0,62.0,8868.667
122.0,74.0,72.0,9438.0
122.0,75.0,58.0,8868.667
122.0,76.0,79.0,9584.0
122.0,77.0,80.0,9536.667
122.0,78.0,65.0,9659.5
122.0,79.0,75.0,8868.667
122.0,80.0,85.0,9566.0
122.0,81.0,59.0,9438.0
122.0,82.0,71.0,9566.0
122.0,83.0,68.0,4527.75
122.0,84.0,74.0,4472.0
122.0,85.0,55.0,9438.0
122.0,86.0,47.0,8868.667
122.0,87.0,56.0,9485.75
122.0,88.0,81.0,9567.75
122.0,89.0,135.0,4518.6577
122.0,90.0,39.0,8598.667
122.0,91.0,26.0,9566.0
122.0,92.0,10.0,9421.0
122.0,93.0,17.0,5943.0
122.0,94.0,16.0,3759.0
122.0,95.0,35.0,4231.0
122.0,96.0,29.0,4391.3335
122.0,97.0,27.0,9045.0
122.0,98.0,32.0,8904.5
122.0,99.0,8.0,4882.15
123,0,1,0
123.0,1.0,2.0,3815.0
123.0,2.0,3.0,4439.047000000001
123.0,3.0,4.0,8640.0
123.0,4.0,5.0,9674.0
123.0,5.0,2.0,8847.333
123.0,6.0,3.0,4975.75
123,7,3,0
123.0,8.0,4.0,4838.0
123.0,9.0,3.0,3889.75
123.0,10.0,8.0,5800.75
123.0,11.0,2.0,5653.75
123.0,12.0,4.0,5600.0
123.0,13.0,2.0,9438.0
123.0,14.0,2.0,4445.0
123.0,15.0,5.0,4879.6665
123.0,16.0,2.0,4251.6665
123.0,17.0,6.0,5872.5
123.0,18.0,3.0,5763.3335
123.0,19.0,25.0,4446.785
123.0,20.0,40.0,5507.4497
123.0,21.0,53.0,9557.25
123.0,22.0,47.0,9575.0
123.0,23.0,63.0,8704.333
123.0,24.0,94.0,9613.0
123.0,25.0,63.0,4475.0
123.0,26.0,52.0,8598.667
123.0,27.0,34.0,9438.0
123.0,28.0,73.0,8562.5
123.0,29.0,83.0,4463.15
123.0,30.0,91.0,8868.667
123.0,31.0,71.0,5800.0
123.0,32.0,53.0,5748.9136
123.0,33.0,88.0,6090.55
123.0,34.0,57.0,5881.0034
123.0,35.0,88.0,5621.406999999997
123.0,36.0,112.0,5016.1
123.0,37.0,72.0,4897.0
123.0,38.0,90.0,4531.275
123.0,39.0,65.0,9613.0
123.0,40.0,96.0,4592.3223
123.0,41.0,125.0,5143.45
123.0,42.0,60.0,4421.16
123.0,43.0,133.0,4616.95
123.0,44.0,105.0,6512.0
123.0,45.0,122.0,9516.75
123.0,46.0,132.0,9136.5
123.0,47.0,146.0,9492.75
123.0,48.0,154.0,4463.6665
123.0,49.0,141.0,8641.667
123.0,50.0,124.0,6876.0
123.0,51.0,140.0,8932.667
123.0,52.0,137.0,5758.1997
123.0,53.0,87.0,6587.85
123.0,54.0,116.0,9269.5
123.0,55.0,132.0,9516.75
123.0,56.0,122.0,9269.5
123.0,57.0,142.0,4840.0
123.0,58.0,114.0,9566.0
123.0,59.0,137.0,9613.0
123.0,60.0,95.0,9603.0
123.0,61.0,113.0,4964.7026
123.0,62.0,106.0,9578.5
123.0,63.0,102.0,4873.75
123.0,64.0,112.0,9566.0
123.0,65.0,113.0,5143.45
123.0,66.0,90.0,9557.25
123.0,67.0,101.0,9045.0
123.0,68.0,101.0,9331.5
123.0,69.0,82.0,5884.25
123.0,70.0,91.0,9566.0
123.0,71.0,104.0,9566.0
123.0,72.0,60.0,9613.0
123.0,73.0,66.0,4911.2534
123.0,74.0,53.0,9613.0
123.0,75.0,72.0,8835.25
123.0,76.0,90.0,9572.5
123.0,77.0,87.0,9438.0
123.0,78.0,74.0,8868.667
123.0,79.0,77.0,8552.0
123.0,80.0,73.0,9534.333
123.0,81.0,79.0,8868.667
123.0,82.0,77.0,9183.25
123.0,83.0,50.0,4437.125
123.0,84.0,48.0,4888.33
123.0,85.0,54.0,9307.0
123.0,86.0,45.0,8152.75
123.0,87.0,86.0,8868.667
123.0,88.0,69.0,9571.5
123.0,89.0,137.0,8946.333
123.0,90.0,31.0,9581.667
123.0,91.0,31.0,4312.8237
123.0,92.0,29.0,9554.25
123.0,93.0,15.0,3433.25
123.0,94.0,25.0,9269.5
123.0,95.0,17.0,3676.5
123.0,96.0,39.0,5871.3335
123.0,97.0,32.0,4876.0
123.0,98.0,24.0,4078.0874
123.0,99.0,9.0,5031.885
124.0,0.0,1.0,4772.46
124.0,1.0,1.0,4250.66
124.0,2.0,3.0,5614.0234
124,3,2,0
124,4,1,0
124.0,5.0,2.0,3660.0
124.0,6.0,5.0,9365.0
124,7,1,0
124.0,8.0,3.0,5852.75
124.0,9.0,2.0,4418.375
124.0,10.0,5.0,5925.3003
124.0,11.0,6.0,4458.5
124.0,12.0,3.0,4460.0
124.0,13.0,4.0,5174.7246
124.0,14.0,4.0,4192.27
124.0,15.0,5.0,8582.667
124.0,16.0,3.0,5194.6104
124.0,17.0,5.0,4503.96
124.0,18.0,8.0,6051.5
124.0,19.0,29.0,6370.0
124.0,20.0,23.0,4262.8125
124.0,21.0,39.0,5000.5
124.0,22.0,50.0,8152.75
124.0,23.0,84.0,9365.0
124.0,24.0,101.0,9532.0
124.0,25.0,64.0,5839.147
124.0,26.0,67.0,5027.5
124.0,27.0,54.0,5786.0
124.0,28.0,42.0,9552.333
124.0,29.0,99.0,8598.667
124.0,30.0,67.0,8868.667
124.0,31.0,54.0,8868.667
124.0,32.0,68.0,4472.0
124.0,33.0,57.0,6297.0
124.0,34.0,90.0,6276.0
124.0,35.0,84.0,9020.0
124.0,36.0,89.0,5779.3335
124.0,37.0,98.0,8868.667
124.0,38.0,68.0,4550.83
124.0,39.0,66.0,7268.3335
124.0,40.0,79.0,4346.1
124.0,41.0,83.0,4945.0
124.0,42.0,100.0,7079.814
124.0,43.0,128.0,4968.72
124.0,44.0,101.0,4987.0
124.0,45.0,131.0,9579.5
124.0,46.0,109.0,5879.75
124.0,47.0,122.0,8215.737
124.0,48.0,142.0,5112.82
124.0,49.0,116.0,4920.0
124.0,50.0,105.0,9530.5
124.0,51.0,146.0,9579.5
124.0,52.0,170.0,5939.733
124.0,53.0,121.0,7841.0
124.0,54.0,139.0,5952.0
124.0,55.0,165.0,8978.0
124.0,56.0,123.0,9084.0
124.0,57.0,123.0,6832.1333
124.0,58.0,125.0,9522.75
124.0,59.0,95.0,9575.0
124.0,60.0,129.0,9353.0
124.0,61.0,85.0,9531.0
124.0,62.0,93.0,4813.0
124.0,63.0,114.0,5025.3335
124.0,64.0,101.0,8977.667
124.0,65.0,117.0,9537.25
124.0,66.0,105.0,9131.333
124.0,67.0,110.0,5600.0
124.0,68.0,123.0,9566.0
124.0,69.0,76.0,9508.667
124.0,70.0,62.0,4518.6577
124.0,71.0,81.0,8562.5
124.0,72.0,74.0,8868.667
124.0,73.0,63.0,9645.0
124.0,74.0,64.0,9084.0
124.0,75.0,80.0,9516.75
124.0,76.0,97.0,9508.667
124.0,77.0,81.0,8868.667
124.0,78.0,83.0,9566.0
124.0,79.0,77.0,9326.0
124.0,80.0,78.0,8868.667
124.0,81.0,96.0,6487.3335
124.0,82.0,85.0,8868.667
124.0,83.0,68.0,8728.0
124.0,84.0,68.0,9569.0
124.0,85.0,43.0,5121.5
124.0,86.0,46.0,4804.25
124.0,87.0,63.0,9566.0
124.0,88.0,73.0,9566.0
124.0,89.0,130.0,9581.667
124.0,90.0,39.0,9613.0
124.0,91.0,36.0,9574.5
124.0,92.0,29.0,9569.0
124,93,31,0
124.0,94.0,38.0,8600.0
124.0,95.0,37.0,9574.5
124.0,96.0,39.0,5664.0
124.0,97.0,42.0,8565.0
124.0,98.0,41.0,5056.16
124.0,99.0,14.0,4120.8647
125,0,0,0
125.0,1.0,1.0,4248.81
125,2,1,0
125.0,3.0,4.0,5884.3335
125.0,4.0,5.0,4980.49
125.0,5.0,2.0,7067.4595
125.0,6.0,1.0,5201.9023
125,7,0,0
125,8,1,0
125.0,9.0,3.0,6257.0
125.0,10.0,2.0,3975.3926
125.0,11.0,10.0,8868.667
125.0,12.0,4.0,4001.5
125.0,13.0,2.0,4302.0
125.0,14.0,4.0,3968.0576
125.0,15.0,7.0,8868.667
125.0,16.0,2.0,9045.0
125.0,17.0,9.0,8598.667
125.0,18.0,3.0,4310.0137
125.0,19.0,20.0,9365.0
125.0,20.0,27.0,5422.0
125.0,21.0,47.0,4980.57
125.0,22.0,46.0,4887.75
125.0,23.0,127.0,9575.0
125.0,24.0,146.0,6822.9126
125.0,25.0,59.0,4799.52
125.0,26.0,60.0,9326.0
125.0,27.0,35.0,5428.6665
125.0,28.0,69.0,9045.0
125.0,29.0,80.0,8604.75
125.0,30.0,77.0,4475.0
125.0,31.0,59.0,6477.1396
125.0,32.0,54.0,3660.5
125.0,33.0,60.0,4419.5
125.0,34.0,64.0,4425.0
125.0,35.0,77.0,9542.5
125.0,36.0,73.0,4849.0
125.0,37.0,73.0,9421.0
125.0,38.0,126.0,9591.25
125.0,39.0,131.0,8604.75
125.0,40.0,101.0,8868.667
125.0,41.0,106.0,8751.0
125.0,42.0,90.0,9515.0
125.0,43.0,125.0,5748.9136
125.0,44.0,110.0,8975.0
125.0,45.0,111.0,5353.6665
125.0,46.0,120.0,5143.45
125.0,47.0,122.0,5000.0
125.0,48.0,134.0,5141.6797
125.0,49.0,137.0,4572.525
125.0,50.0,161.0,9613.0
125.0,51.0,150.0,5412.625
125.0,52.0,177.0,6565.0
125.0,53.0,167.0,9412.0
125.0,54.0,142.0,8868.667
125.0,55.0,128.0,9412.0
125.0,56.0,127.0,8868.667
125.0,57.0,121.0,8299.667
125.0,58.0,161.0,9603.0
125.0,59.0,124.0,5952.0
125.0,60.0,98.0,9584.0
125.0,61.0,77.0,7416.0
125.0,62.0,119.0,9365.0
125.0,63.0,100.0,5286.9
125.0,64.0,99.0,9269.5
125.0,65.0,97.0,9293.0
125.0,66.0,104.0,9603.0
125.0,67.0,114.0,9542.5
125.0,68.0,98.0,9566.0
125.0,69.0,85.0,9613.0
125.0,70.0,51.0,5048.06
125.0,71.0,107.0,9566.0
125.0,72.0,90.0,8868.667
125.0,73.0,73.0,9613.0
125.0,74.0,55.0,9556.0
125.0,75.0,73.0,9566.0
125.0,76.0,66.0,9307.0
125.0,77.0,85.0,8923.333
125.0,78.0,70.0,4281.0
125.0,79.0,80.0,9531.0
125.0,80.0,79.0,9512.0
125.0,81.0,94.0,9045.0
125.0,82.0,64.0,9438.0
125.0,83.0,49.0,5670.0
125.0,84.0,66.0,8868.667
125.0,85.0,48.0,4450.0
125.0,86.0,57.0,5300.0
125.0,87.0,52.0,9545.667
